,DGUID,Buddhist_total,Buddhist_men,Buddhist_women,Christian_total,Christian_men,Christian_women,Hindu_total,Hindu_men,Hindu_women,Jewish_total,Jewish_men,Jewish_women,Muslim_total,Muslim_men,Muslim_women,No_religion_total,No_religion_men,No_religion_women,Other_religions_total,Other_religions_men,Other_religions_women,Sikh_total,Sikh_men,Sikh_women,Indigenous_spirituality_total,Indigenous_spirituality_men,Indigenous_spirituality_women
2358,2021A00053519049,215.0,95.0,125.0,18845.0,9320.0,9525.0,430.0,220.0,210.0,445.0,240.0,200.0,980.0,525.0,460.0,5765.0,3090.0,2675.0,140.0,55.0,85.0,375.0,215.0,165.0,0.0,0.0,0.0
2359,2021A00053519054,470.0,210.0,260.0,17395.0,8335.0,9055.0,720.0,340.0,380.0,515.0,275.0,245.0,1325.0,660.0,665.0,13285.0,6890.0,6400.0,260.0,145.0,115.0,115.0,75.0,40.0,0.0,0.0,0.0
2360,2021A00053519070,355.0,165.0,190.0,22215.0,10365.0,11850.0,245.0,115.0,135.0,400.0,195.0,205.0,895.0,490.0,400.0,22590.0,12030.0,10560.0,295.0,120.0,185.0,60.0,15.0,40.0,65.0,25.0,40.0
2361,2021A00053519076,0.0,0.0,0.0,80.0,30.0,50.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,75.0,40.0,35.0,10.0,10.0,0.0,0.0,0.0,0.0,60.0,20.0,40.0
2362,2021A00053520005,62475.0,27945.0,34530.0,1274450.0,580640.0,693810.0,171980.0,88440.0,83540.0,99390.0,48285.0,51105.0,264155.0,133135.0,131025.0,845615.0,437290.0,408325.0,20730.0,9250.0,11480.0,21545.0,10985.0,10565.0,935.0,425.0,510.0
2363,2021A00053521005,14300.0,6575.0,7725.0,355735.0,166755.0,188980.0,62520.0,31705.0,30805.0,1380.0,670.0,710.0,120965.0,61075.0,59880.0,128940.0,68550.0,60390.0,4465.0,1895.0,2575.0,24505.0,12645.0,11860.0,20.0,10.0,10.0
2364,2021A00053521010,7105.0,3350.0,3760.0,232220.0,108890.0,123335.0,117395.0,60310.0,57080.0,535.0,255.0,275.0,59445.0,29875.0,29565.0,67265.0,36190.0,31070.0,2925.0,1420.0,1505.0,163260.0,84750.0,78505.0,15.0,0.0,0.0
2365,2021A00053521024,365.0,170.0,195.0,44495.0,21615.0,22880.0,3545.0,1735.0,1815.0,280.0,145.0,135.0,1580.0,795.0,790.0,14665.0,7955.0,6700.0,290.0,145.0,150.0,10865.0,5630.0,5230.0,0.0,0.0,0.0
2366,2021A00053522001,0.0,0.0,0.0,1590.0,765.0,830.0,90.0,45.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,1015.0,565.0,450.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2367,2021A00053522008,0.0,0.0,0.0,2515.0,1245.0,1265.0,40.0,15.0,25.0,0.0,0.0,0.0,105.0,65.0,40.0,1515.0,895.0,625.0,25.0,10.0,15.0,120.0,65.0,50.0,0.0,0.0,0.0
2368,2021A00053522010,0.0,0.0,0.0,2105.0,1000.0,1105.0,60.0,30.0,30.0,20.0,15.0,0.0,70.0,20.0,45.0,1545.0,840.0,710.0,15.0,0.0,10.0,30.0,15.0,15.0,0.0,0.0,0.0
2369,2021A00053522012,30.0,15.0,10.0,5380.0,2630.0,2750.0,100.0,40.0,60.0,35.0,15.0,20.0,205.0,85.0,125.0,3165.0,1675.0,1495.0,15.0,0.0,15.0,430.0,230.0,205.0,0.0,0.0,0.0
2370,2021A00053522014,30.0,20.0,20.0,15990.0,7395.0,8595.0,535.0,295.0,240.0,80.0,30.0,45.0,325.0,180.0,145.0,12330.0,6360.0,5975.0,120.0,35.0,85.0,275.0,135.0,145.0,0.0,0.0,0.0
2371,2021A00053522016,30.0,20.0,15.0,1810.0,900.0,910.0,30.0,0.0,25.0,50.0,25.0,25.0,10.0,0.0,10.0,1575.0,815.0,760.0,15.0,0.0,15.0,35.0,20.0,15.0,0.0,0.0,0.0
2372,2021A00053522019,0.0,0.0,0.0,1625.0,845.0,785.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1455.0,775.0,675.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2373,2021A00053522021,40.0,25.0,20.0,4470.0,1995.0,2470.0,150.0,80.0,70.0,15.0,10.0,0.0,165.0,85.0,85.0,3620.0,1905.0,1710.0,35.0,10.0,25.0,315.0,175.0,145.0,0.0,0.0,0.0
2374,2021A00053523001,15.0,0.0,10.0,4385.0,2160.0,2225.0,90.0,60.0,30.0,15.0,0.0,15.0,270.0,140.0,130.0,2795.0,1500.0,1295.0,30.0,15.0,10.0,310.0,145.0,165.0,0.0,0.0,0.0
2375,2021A00053523008,2075.0,925.0,1140.0,70520.0,32515.0,38005.0,3850.0,2060.0,1795.0,680.0,355.0,330.0,6420.0,3340.0,3085.0,54870.0,28685.0,26185.0,1240.0,495.0,745.0,2110.0,1080.0,1030.0,65.0,25.0,45.0
2376,2021A00053523009,15.0,0.0,10.0,8220.0,3970.0,4250.0,65.0,20.0,45.0,20.0,10.0,10.0,180.0,90.0,90.0,5135.0,2755.0,2380.0,40.0,30.0,10.0,70.0,35.0,35.0,0.0,0.0,0.0
2377,2021A00053523017,0.0,0.0,0.0,7005.0,3410.0,3590.0,155.0,60.0,95.0,40.0,10.0,20.0,45.0,25.0,20.0,4490.0,2510.0,1980.0,40.0,10.0,25.0,180.0,95.0,85.0,0.0,0.0,0.0
2378,2021A00053523025,45.0,20.0,30.0,17525.0,8130.0,9395.0,235.0,145.0,90.0,75.0,15.0,55.0,150.0,80.0,75.0,12250.0,6485.0,5760.0,130.0,50.0,80.0,220.0,105.0,115.0,10.0,0.0,10.0
2379,2021A00053523033,0.0,0.0,0.0,8425.0,4225.0,4205.0,55.0,25.0,30.0,0.0,0.0,0.0,40.0,20.0,30.0,2290.0,1200.0,1090.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2380,2021A00053523043,45.0,45.0,0.0,5655.0,2665.0,2990.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,25.0,40.0,3010.0,1635.0,1375.0,65.0,20.0,40.0,45.0,15.0,30.0,10.0,0.0,0.0
2381,2021A00053523050,0.0,0.0,0.0,7845.0,3750.0,4095.0,45.0,35.0,10.0,15.0,0.0,10.0,0.0,0.0,0.0,4085.0,2145.0,1935.0,65.0,30.0,35.0,20.0,15.0,10.0,0.0,0.0,0.0
2382,2021A00053524001,2390.0,1080.0,1310.0,111530.0,52170.0,59360.0,9510.0,4775.0,4735.0,1340.0,655.0,680.0,22015.0,10895.0,11120.0,60075.0,30815.0,29260.0,1140.0,535.0,600.0,4045.0,1935.0,2110.0,20.0,0.0,15.0
2383,2021A00053524002,1065.0,420.0,645.0,107330.0,49265.0,58075.0,4220.0,2190.0,2025.0,780.0,380.0,400.0,7900.0,3930.0,3965.0,59570.0,30955.0,28615.0,920.0,310.0,610.0,2155.0,1050.0,1105.0,0.0,0.0,0.0
2384,2021A00053524009,845.0,390.0,455.0,63380.0,30320.0,33055.0,7980.0,4050.0,3930.0,285.0,160.0,130.0,30405.0,15355.0,15055.0,24830.0,13080.0,11755.0,470.0,185.0,290.0,3220.0,1520.0,1700.0,0.0,0.0,0.0
2385,2021A00053524015,230.0,115.0,115.0,38295.0,17990.0,20305.0,910.0,455.0,455.0,150.0,80.0,75.0,1235.0,675.0,570.0,20050.0,10995.0,9060.0,260.0,110.0,145.0,1195.0,635.0,560.0,0.0,0.0,0.0
2386,2021A00053525005,4765.0,2205.0,2560.0,309780.0,144770.0,165010.0,10200.0,5385.0,4815.0,3045.0,1500.0,1545.0,37980.0,18900.0,19080.0,183965.0,97665.0,86300.0,3535.0,1475.0,2055.0,7270.0,3860.0,3410.0,375.0,140.0,240.0
2387,2021A00053526003,135.0,40.0,95.0,19530.0,9070.0,10460.0,100.0,55.0,40.0,115.0,50.0,65.0,160.0,80.0,80.0,12140.0,6505.0,5640.0,200.0,55.0,145.0,65.0,30.0,35.0,60.0,30.0,30.0
2388,2021A00053526011,25.0,15.0,10.0,12155.0,5720.0,6440.0,10.0,0.0,0.0,20.0,10.0,10.0,0.0,0.0,0.0,7100.0,3735.0,3360.0,75.0,25.0,50.0,0.0,0.0,0.0,10.0,10.0,0.0
2389,2021A00053526014,10.0,0.0,0.0,4415.0,2100.0,2320.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,2365.0,1365.0,1000.0,35.0,10.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0
2390,2021A00053526021,40.0,25.0,20.0,9895.0,4825.0,5075.0,20.0,0.0,15.0,25.0,15.0,10.0,65.0,25.0,45.0,5295.0,2845.0,2445.0,20.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
2391,2021A00053526028,40.0,15.0,25.0,12105.0,5735.0,6370.0,75.0,35.0,40.0,45.0,20.0,25.0,55.0,35.0,20.0,5305.0,2840.0,2470.0,50.0,10.0,40.0,120.0,55.0,60.0,10.0,0.0,10.0
2392,2021A00053526032,170.0,95.0,80.0,34330.0,16005.0,18330.0,235.0,135.0,100.0,35.0,10.0,20.0,475.0,245.0,225.0,19185.0,10180.0,9005.0,325.0,130.0,195.0,200.0,65.0,130.0,25.0,10.0,20.0
2393,2021A00053526037,120.0,50.0,80.0,13550.0,6525.0,7025.0,265.0,145.0,120.0,60.0,35.0,30.0,975.0,520.0,455.0,8215.0,4330.0,3875.0,115.0,55.0,60.0,230.0,90.0,140.0,0.0,0.0,0.0
2394,2021A00053526043,710.0,330.0,380.0,55670.0,26070.0,29595.0,1850.0,1010.0,835.0,280.0,130.0,150.0,3780.0,1930.0,1850.0,28630.0,14840.0,13790.0,470.0,185.0,280.0,1265.0,595.0,670.0,15.0,0.0,10.0
2395,2021A00053526047,120.0,50.0,70.0,12285.0,5830.0,6460.0,160.0,85.0,75.0,110.0,55.0,55.0,205.0,90.0,115.0,5445.0,2895.0,2555.0,115.0,40.0,80.0,15.0,10.0,10.0,0.0,0.0,0.0
2396,2021A00053526053,865.0,380.0,480.0,78270.0,35830.0,42445.0,775.0,460.0,315.0,445.0,190.0,260.0,4535.0,2270.0,2265.0,48235.0,25085.0,23150.0,915.0,385.0,530.0,230.0,110.0,120.0,70.0,35.0,35.0
2397,2021A00053526057,30.0,10.0,20.0,16760.0,7940.0,8820.0,75.0,45.0,35.0,60.0,35.0,30.0,235.0,120.0,120.0,7590.0,4020.0,3570.0,130.0,65.0,70.0,45.0,25.0,20.0,0.0,0.0,0.0
2398,2021A00053526065,125.0,55.0,75.0,17610.0,8325.0,9290.0,280.0,140.0,140.0,55.0,30.0,20.0,555.0,255.0,300.0,9655.0,5010.0,4640.0,120.0,45.0,70.0,170.0,70.0,95.0,0.0,0.0,0.0
2399,2021A00053528018,90.0,50.0,40.0,29380.0,13910.0,15465.0,85.0,50.0,35.0,70.0,35.0,30.0,450.0,195.0,255.0,18200.0,9790.0,8410.0,155.0,40.0,110.0,50.0,35.0,15.0,85.0,50.0,30.0
2400,2021A00053528035,0.0,0.0,0.0,60.0,25.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,40.0,35.0,10.0,10.0,0.0,0.0,0.0,0.0,30.0,15.0,10.0
2401,2021A00053528052,95.0,60.0,35.0,41905.0,19905.0,22000.0,145.0,65.0,75.0,60.0,40.0,20.0,110.0,50.0,55.0,23595.0,12615.0,10980.0,220.0,70.0,150.0,50.0,35.0,15.0,50.0,20.0,30.0
2402,2021A00053529005,65.0,15.0,50.0,22545.0,10625.0,11920.0,175.0,100.0,75.0,55.0,30.0,25.0,410.0,225.0,185.0,14900.0,8025.0,6875.0,120.0,50.0,70.0,405.0,230.0,170.0,20.0,10.0,10.0
2403,2021A00053529006,480.0,220.0,265.0,53420.0,24795.0,28625.0,1725.0,885.0,835.0,120.0,65.0,55.0,2060.0,1035.0,1025.0,41700.0,21880.0,19820.0,720.0,275.0,445.0,2665.0,1355.0,1310.0,315.0,140.0,180.0
2404,2021A00053529021,0.0,0.0,0.0,190.0,75.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305.0,155.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0,50.0,70.0
2405,2021A00053530004,25.0,10.0,15.0,6520.0,3105.0,3415.0,105.0,50.0,50.0,0.0,0.0,0.0,140.0,80.0,60.0,3645.0,1985.0,1665.0,70.0,40.0,30.0,45.0,15.0,30.0,0.0,0.0,0.0
2406,2021A00053530010,935.0,475.0,460.0,74845.0,35095.0,39750.0,4005.0,2185.0,1825.0,235.0,145.0,90.0,9300.0,4690.0,4605.0,43065.0,23065.0,20000.0,685.0,245.0,440.0,4040.0,2220.0,1820.0,10.0,0.0,0.0
2407,2021A00053530013,3015.0,1400.0,1615.0,131390.0,61815.0,69575.0,9610.0,5230.0,4375.0,525.0,285.0,245.0,19140.0,9490.0,9650.0,81475.0,43910.0,37570.0,2400.0,1035.0,1370.0,6520.0,3445.0,3075.0,70.0,40.0,35.0
2408,2021A00053530016,1335.0,575.0,755.0,54215.0,25620.0,28595.0,5580.0,3200.0,2385.0,640.0,340.0,305.0,9540.0,4955.0,4580.0,44575.0,23825.0,20750.0,1085.0,505.0,575.0,1390.0,800.0,590.0,35.0,10.0,25.0
2409,2021A00053530020,90.0,35.0,50.0,13625.0,6455.0,7170.0,65.0,35.0,30.0,40.0,15.0,20.0,70.0,30.0,40.0,7200.0,3865.0,3335.0,85.0,25.0,60.0,60.0,35.0,25.0,10.0,0.0,10.0
2410,2021A00053530027,15.0,15.0,0.0,8980.0,4415.0,4560.0,0.0,0.0,0.0,10.0,10.0,0.0,20.0,10.0,15.0,2250.0,1180.0,1080.0,20.0,15.0,0.0,15.0,10.0,10.0,0.0,0.0,0.0
2411,2021A00053530035,185.0,80.0,105.0,17965.0,8670.0,9295.0,225.0,130.0,100.0,40.0,20.0,20.0,465.0,235.0,235.0,7370.0,3890.0,3485.0,120.0,45.0,70.0,235.0,130.0,105.0,0.0,0.0,0.0
2412,2021A00053531011,200.0,75.0,125.0,17785.0,8050.0,9735.0,320.0,170.0,145.0,105.0,65.0,45.0,130.0,70.0,65.0,13505.0,7155.0,6345.0,295.0,135.0,160.0,130.0,75.0,55.0,25.0,15.0,10.0
2413,2021A00053531013,0.0,0.0,0.0,2490.0,1280.0,1215.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1255.0,630.0,620.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2414,2021A00053531016,25.0,15.0,10.0,4325.0,1920.0,2405.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,2755.0,1505.0,1250.0,35.0,20.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0
2415,2021A00053531025,15.0,10.0,0.0,6260.0,3015.0,3245.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,20.0,25.0,2560.0,1335.0,1220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2416,2021A00053531030,20.0,10.0,10.0,9665.0,4830.0,4835.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2680.0,1405.0,1275.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2417,2021A00053531040,80.0,45.0,35.0,10250.0,4960.0,5285.0,230.0,95.0,135.0,0.0,0.0,0.0,165.0,105.0,65.0,4575.0,2440.0,2135.0,40.0,15.0,25.0,70.0,50.0,20.0,0.0,0.0,0.0
2418,2021A00053532002,0.0,0.0,0.0,7650.0,3700.0,3955.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,25.0,30.0,3340.0,1810.0,1530.0,15.0,0.0,10.0,40.0,20.0,20.0,0.0,0.0,0.0
2419,2021A00053532004,145.0,55.0,85.0,11020.0,5040.0,5975.0,35.0,15.0,25.0,0.0,0.0,0.0,90.0,40.0,45.0,6835.0,3545.0,3295.0,115.0,45.0,70.0,15.0,10.0,10.0,35.0,15.0,20.0
2420,2021A00053532012,0.0,0.0,0.0,4985.0,2410.0,2575.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2540.0,1460.0,1080.0,15.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0
2421,2021A00053532018,0.0,0.0,0.0,6780.0,3110.0,3670.0,15.0,10.0,10.0,0.0,0.0,0.0,95.0,50.0,45.0,6470.0,3425.0,3045.0,40.0,10.0,20.0,125.0,65.0,60.0,0.0,0.0,0.0
2422,2021A00053532027,0.0,0.0,0.0,5105.0,2505.0,2600.0,35.0,20.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,3380.0,1810.0,1570.0,30.0,20.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0
2423,2021A00053532038,0.0,0.0,0.0,4975.0,2375.0,2605.0,35.0,25.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2550.0,1450.0,1100.0,10.0,10.0,0.0,70.0,35.0,35.0,0.0,0.0,0.0
2424,2021A00053532042,150.0,85.0,65.0,23240.0,10520.0,12720.0,615.0,335.0,285.0,60.0,45.0,20.0,755.0,405.0,350.0,19105.0,10145.0,8960.0,270.0,95.0,175.0,1740.0,905.0,835.0,10.0,0.0,10.0
2425,2021A00053532045,0.0,0.0,0.0,4220.0,2120.0,2100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3250.0,1745.0,1510.0,15.0,0.0,15.0,45.0,30.0,15.0,0.0,0.0,0.0
2426,2021A00053534005,0.0,0.0,0.0,5320.0,2605.0,2710.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1725.0,930.0,795.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2427,2021A00053534010,0.0,0.0,0.0,6945.0,3540.0,3405.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2210.0,1210.0,1000.0,25.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2428,2021A00053534011,0.0,0.0,0.0,5325.0,2510.0,2810.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2245.0,1155.0,1090.0,20.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0
2429,2021A00053534020,15.0,0.0,0.0,7775.0,3640.0,4135.0,25.0,10.0,15.0,15.0,10.0,0.0,30.0,10.0,15.0,5600.0,3025.0,2575.0,100.0,50.0,55.0,45.0,30.0,15.0,0.0,0.0,0.0
2430,2021A00053534021,160.0,80.0,75.0,22525.0,10115.0,12405.0,235.0,130.0,105.0,25.0,10.0,15.0,365.0,195.0,175.0,18500.0,9760.0,8745.0,220.0,90.0,130.0,65.0,35.0,30.0,0.0,0.0,0.0
2431,2021A00053534024,0.0,0.0,0.0,2985.0,1430.0,1555.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1765.0,965.0,795.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2432,2021A00053534030,0.0,0.0,0.0,2345.0,1160.0,1185.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,1700.0,880.0,825.0,20.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
2433,2021A00053534042,10.0,0.0,0.0,2980.0,1435.0,1540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1945.0,1065.0,885.0,15.0,10.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0
2434,2021A00053536020,260.0,125.0,140.0,66455.0,31415.0,35040.0,420.0,230.0,190.0,85.0,45.0,40.0,840.0,460.0,380.0,32985.0,17665.0,15325.0,405.0,160.0,245.0,200.0,90.0,115.0,115.0,70.0,45.0
2435,2021A00053536029,0.0,0.0,0.0,55.0,15.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,195.0,95.0,100.0,10.0,0.0,10.0,0.0,0.0,0.0,70.0,30.0,40.0
2436,2021A00053537001,0.0,0.0,0.0,165.0,90.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,35.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2437,2021A00053537003,250.0,140.0,110.0,21390.0,10470.0,10920.0,25.0,20.0,0.0,25.0,10.0,10.0,650.0,310.0,340.0,5665.0,3145.0,2520.0,120.0,55.0,65.0,40.0,25.0,20.0,15.0,0.0,10.0
2438,2021A00053537013,55.0,25.0,30.0,14975.0,7230.0,7745.0,25.0,15.0,10.0,30.0,15.0,15.0,85.0,40.0,35.0,5920.0,3220.0,2700.0,85.0,15.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0
2439,2021A00053537016,20.0,0.0,15.0,13570.0,6450.0,7120.0,40.0,15.0,25.0,10.0,0.0,10.0,100.0,60.0,40.0,6765.0,3645.0,3120.0,130.0,55.0,80.0,25.0,15.0,10.0,0.0,0.0,0.0
2440,2021A00053537028,50.0,10.0,35.0,15920.0,7550.0,8370.0,35.0,25.0,10.0,20.0,15.0,0.0,110.0,60.0,55.0,7080.0,3890.0,3195.0,60.0,30.0,30.0,35.0,15.0,15.0,0.0,0.0,0.0
2441,2021A00053537034,105.0,55.0,55.0,22085.0,10560.0,11530.0,570.0,305.0,270.0,55.0,20.0,35.0,2240.0,1105.0,1130.0,7065.0,3780.0,3285.0,50.0,20.0,30.0,305.0,150.0,160.0,0.0,0.0,0.0
2442,2021A00053537039,2120.0,970.0,1150.0,125885.0,59295.0,66590.0,6440.0,4045.0,2395.0,725.0,375.0,355.0,25735.0,13090.0,12645.0,61670.0,32630.0,29040.0,1080.0,455.0,625.0,2740.0,1490.0,1250.0,60.0,25.0,35.0
2443,2021A00053537048,80.0,20.0,60.0,17050.0,8115.0,8935.0,85.0,45.0,40.0,45.0,10.0,30.0,445.0,255.0,185.0,4940.0,2655.0,2280.0,80.0,35.0,45.0,285.0,130.0,155.0,0.0,0.0,0.0
2444,2021A00053537064,145.0,80.0,60.0,28250.0,13890.0,14360.0,160.0,85.0,70.0,80.0,35.0,45.0,790.0,440.0,355.0,9840.0,5310.0,4535.0,50.0,20.0,30.0,905.0,460.0,440.0,0.0,0.0,0.0
2445,2021A00053538003,0.0,0.0,0.0,8960.0,4275.0,4680.0,10.0,0.0,0.0,0.0,0.0,0.0,30.0,25.0,0.0,5560.0,3005.0,2555.0,50.0,20.0,30.0,15.0,0.0,10.0,0.0,0.0,0.0
2446,2021A00053538007,0.0,0.0,0.0,1260.0,650.0,615.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,680.0,365.0,315.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2447,2021A00053538015,0.0,0.0,0.0,1530.0,765.0,765.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,820.0,430.0,385.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
2448,2021A00053538016,0.0,0.0,0.0,1590.0,775.0,820.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1110.0,610.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2449,2021A00053538018,0.0,0.0,0.0,390.0,195.0,200.0,20.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.0,115.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2450,2021A00053538019,0.0,0.0,0.0,3260.0,1495.0,1765.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2465.0,1285.0,1180.0,40.0,15.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0
2451,2021A00053538025,0.0,0.0,0.0,200.0,90.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,370.0,190.0,180.0,10.0,10.0,0.0,0.0,0.0,0.0,65.0,35.0,35.0
2452,2021A00053538030,115.0,45.0,65.0,40315.0,18525.0,21790.0,795.0,455.0,345.0,105.0,55.0,45.0,820.0,435.0,385.0,28030.0,14825.0,13210.0,385.0,160.0,225.0,275.0,125.0,155.0,90.0,55.0,35.0
2453,2021A00053538031,0.0,0.0,0.0,1190.0,545.0,645.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,10.0,15.0,675.0,360.0,315.0,35.0,10.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0
2454,2021A00053538035,0.0,0.0,0.0,5370.0,2630.0,2745.0,20.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2700.0,1440.0,1260.0,35.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0
2455,2021A00053538040,15.0,0.0,15.0,7340.0,3455.0,3880.0,30.0,20.0,15.0,25.0,15.0,10.0,30.0,10.0,20.0,4055.0,2175.0,1880.0,35.0,10.0,25.0,0.0,0.0,0.0,15.0,10.0,0.0
2456,2021A00053538043,0.0,0.0,0.0,2365.0,1160.0,1205.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1115.0,645.0,475.0,25.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
2457,2021A00053538056,0.0,0.0,0.0,500.0,245.0,255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,535.0,285.0,250.0,30.0,10.0,15.0,0.0,0.0,0.0,150.0,75.0,80.0
2458,2021A00053539002,0.0,0.0,0.0,215.0,105.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245.0,135.0,115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2459,2021A00053539005,20.0,0.0,15.0,3450.0,1625.0,1820.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,15.0,2315.0,1260.0,1050.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2460,2021A00053539015,10.0,0.0,0.0,14625.0,6805.0,7825.0,50.0,25.0,20.0,20.0,15.0,0.0,75.0,40.0,35.0,8635.0,4615.0,4015.0,105.0,45.0,60.0,0.0,0.0,0.0,20.0,10.0,0.0
2461,2021A00053539018,0.0,0.0,0.0,25.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,35.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,20.0,10.0
2462,2021A00053539027,0.0,0.0,0.0,8355.0,4085.0,4270.0,35.0,20.0,15.0,0.0,0.0,0.0,15.0,10.0,10.0,5360.0,2820.0,2540.0,35.0,0.0,30.0,30.0,20.0,10.0,0.0,0.0,0.0
2463,2021A00053539033,30.0,10.0,20.0,11750.0,5675.0,6070.0,25.0,15.0,10.0,40.0,15.0,25.0,310.0,165.0,145.0,6505.0,3385.0,3120.0,35.0,10.0,25.0,40.0,25.0,15.0,10.0,0.0,0.0
2464,2021A00053539036,3755.0,1740.0,2020.0,203220.0,92560.0,110665.0,8700.0,5000.0,3705.0,1970.0,975.0,1000.0,35070.0,17905.0,17165.0,154880.0,81410.0,73475.0,4165.0,1835.0,2330.0,4065.0,2125.0,1940.0,435.0,140.0,295.0
2465,2021A00053539041,0.0,0.0,0.0,3995.0,1830.0,2165.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2120.0,1210.0,910.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2466,2021A00053539047,0.0,0.0,0.0,1965.0,975.0,985.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,910.0,520.0,395.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
